id,airport,type,latitude,longitude,crs_dep_time,dep_time,cancelled,diverted
13,"ORD",origin,41.979595,-87.90446417,"1150","",1.00,0.00
13,"PHL",dest,39.87195278,-75.24114083,"1150","",1.00,0.00
14,"PIT",origin,40.49146583,-80.23287083,"1135","",1.00,0.00
14,"CMH",dest,39.99798528,-82.89188278,"1135","",1.00,0.00
15,"PHL",origin,39.87195278,-75.24114083,"1950","",1.00,0.00
15,"DTW",dest,42.21205889,-83.34883583,"1950","",1.00,0.00
16,"PHL",origin,39.87195278,-75.24114083,"2005","",1.00,0.00
16,"JAX",dest,30.49405556,-81.68786111,"2005","",1.00,0.00
17,"CHS",origin,32.89864639,-80.04050583,"1240","",1.00,0.00
17,"CLT",dest,35.21401111,-80.94312583,"1240","",1.00,0.00
18,"CLT",origin,35.21401111,-80.94312583,"1455","",1.00,0.00
18,"BOS",dest,42.3643475,-71.00517917,"1455","",1.00,0.00
19,"STL",origin,38.74768694,-90.35998972,"0945","",1.00,0.00
19,"CLT",dest,35.21401111,-80.94312583,"0945","",1.00,0.00
20,"MCO",origin,28.42888889,-81.31602778,"1616","",1.00,0.00
20,"CLT",dest,35.21401111,-80.94312583,"1616","",1.00,0.00
21,"PIT",origin,40.49146583,-80.23287083,"1140","",1.00,0.00
21,"DCA",dest,38.85208333,-77.03772222,"1140","",1.00,0.00
22,"CLT",origin,35.21401111,-80.94312583,"1205","",1.00,0.00
22,"ORD",dest,41.979595,-87.90446417,"1205","",1.00,0.00
23,"MYR",origin,33.67975,-78.92833333,"1020","",1.00,0.00
23,"CLT",dest,35.21401111,-80.94312583,"1020","",1.00,0.00
24,"CLT",origin,35.21401111,-80.94312583,"2230","",1.00,0.00
24,"CHS",dest,32.89864639,-80.04050583,"2230","",1.00,0.00
25,"DFW",origin,32.89595056,-97.0372,"1815","",1.00,0.00
25,"CLT",dest,35.21401111,-80.94312583,"1815","",1.00,0.00
26,"CLT",origin,35.21401111,-80.94312583,"1350","",1.00,0.00
26,"IAH",dest,29.98047222,-95.33972222,"1350","",1.00,0.00
27,"RDU",origin,35.87763889,-78.78747222,"1207","",1.00,0.00
27,"CLT",dest,35.21401111,-80.94312583,"1207","",1.00,0.00
28,"LGA",origin,40.77724306,-73.87260917,"1915","",1.00,0.00
28,"GSO",dest,36.09774694,-79.9372975,"1915","",1.00,0.00
29,"DCA",origin,38.85208333,-77.03772222,"1405","",1.00,0.00
29,"TPA",dest,27.97547222,-82.53325,"1405","",1.00,0.00
30,"SYR",origin,43.11118694,-76.10631056,"1200","",1.00,0.00
30,"DCA",dest,38.85208333,-77.03772222,"1200","",1.00,0.00
31,"CLE",origin,41.41089417,-81.84939667,"1528","",1.00,0.00
31,"PHL",dest,39.87195278,-75.24114083,"1528","",1.00,0.00
32,"DCA",origin,38.85208333,-77.03772222,"1855","",1.00,0.00
32,"TPA",dest,27.97547222,-82.53325,"1855","",1.00,0.00
33,"SYR",origin,43.11118694,-76.10631056,"1650","",1.00,0.00
33,"DCA",dest,38.85208333,-77.03772222,"1650","",1.00,0.00
34,"FLL",origin,26.07258333,-80.15275,"1958","",1.00,0.00
34,"CLT",dest,35.21401111,-80.94312583,"1958","",1.00,0.00
35,"CLT",origin,35.21401111,-80.94312583,"2100","",1.00,0.00
35,"DFW",dest,32.89595056,-97.0372,"2100","",1.00,0.00
36,"CMH",origin,39.99798528,-82.89188278,"1905","",1.00,0.00
36,"CLT",dest,35.21401111,-80.94312583,"1905","",1.00,0.00
37,"FLL",origin,26.07258333,-80.15275,"1000","",1.00,0.00
37,"PHL",dest,39.87195278,-75.24114083,"1000","",1.00,0.00
38,"PIT",origin,40.49146583,-80.23287083,"1420","",1.00,0.00
38,"CLT",dest,35.21401111,-80.94312583,"1420","",1.00,0.00
39,"GSO",origin,36.09774694,-79.9372975,"1349","",1.00,0.00
39,"CLT",dest,35.21401111,-80.94312583,"1349","",1.00,0.00
40,"PHL",origin,39.87195278,-75.24114083,"1101","",1.00,0.00
40,"TPA",dest,27.97547222,-82.53325,"1101","",1.00,0.00
41,"PIT",origin,40.49146583,-80.23287083,"2055","",1.00,0.00
41,"IND",dest,39.71732917,-86.29438417,"2055","",1.00,0.00
42,"BUF",origin,42.94052472,-78.73216667,"1640","",1.00,0.00
42,"LGA",dest,40.77724306,-73.87260917,"1640","",1.00,0.00
43,"LGA",origin,40.77724306,-73.87260917,"1845","",1.00,0.00
43,"RIC",dest,37.50516667,-77.31966667,"1845","",1.00,0.00
44,"CLT",origin,35.21401111,-80.94312583,"1525","",1.00,0.00
44,"IND",dest,39.71732917,-86.29438417,"1525","",1.00,0.00
45,"BDL",origin,41.93887417,-72.68322833,"1540","",1.00,0.00
45,"PHL",dest,39.87195278,-75.24114083,"1540","",1.00,0.00
46,"PHL",origin,39.87195278,-75.24114083,"1800","",1.00,0.00
46,"TPA",dest,27.97547222,-82.53325,"1800","",1.00,0.00
47,"FLL",origin,26.07258333,-80.15275,"0800","0757",0.00,1.00
47,"PIT",dest,40.49146583,-80.23287083,"0800","0757",0.00,1.00
48,"PIT",origin,40.49146583,-80.23287083,"1130","",1.00,0.00
48,"ORD",dest,41.979595,-87.90446417,"1130","",1.00,0.00
49,"BUF",origin,42.94052472,-78.73216667,"1255","",1.00,0.00
49,"LGA",dest,40.77724306,-73.87260917,"1255","",1.00,0.00
50,"LGA",origin,40.77724306,-73.87260917,"1500","",1.00,0.00
50,"GSO",dest,36.09774694,-79.9372975,"1500","",1.00,0.00
51,"DCA",origin,38.85208333,-77.03772222,"1500","",1.00,0.00
51,"SYR",dest,43.11118694,-76.10631056,"1500","",1.00,0.00
52,"MCO",origin,28.42888889,-81.31602778,"1200","",1.00,0.00
52,"DCA",dest,38.85208333,-77.03772222,"1200","",1.00,0.00
53,"PHL",origin,39.87195278,-75.24114083,"1805","",1.00,0.00
53,"ATL",dest,33.64044444,-84.42694444,"1805","",1.00,0.00
54,"CLT",origin,35.21401111,-80.94312583,"1525","",1.00,0.00
54,"EWR",dest,40.69249722,-74.16866056,"1525","",1.00,0.00
55,"CLT",origin,35.21401111,-80.94312583,"0810","0806",0.00,0.00
55,"BNA",dest,36.12447667,-86.67818222,"0810","0806",0.00,0.00
56,"MCO",origin,28.42888889,-81.31602778,"1220","",1.00,0.00
56,"PHL",dest,39.87195278,-75.24114083,"1220","",1.00,0.00
57,"PHL",origin,39.87195278,-75.24114083,"1545","",1.00,0.00
57,"BTV",dest,44.47300361,-73.1503125,"1545","",1.00,0.00
58,"PIT",origin,40.49146583,-80.23287083,"0745","0741",0.00,0.00
58,"SYR",dest,43.11118694,-76.10631056,"0745","0741",0.00,0.00
59,"CLT",origin,35.21401111,-80.94312583,"0910","0906",0.00,0.00
59,"TYS",dest,35.81248722,-83.99285583,"0910","0906",0.00,0.00
60,"RDU",origin,35.87763889,-78.78747222,"0740","0732",0.00,0.00
60,"CLT",dest,35.21401111,-80.94312583,"0740","0732",0.00,0.00
61,"DFW",origin,32.89595056,-97.0372,"0645","0639",0.00,1.00
61,"PIT",dest,40.49146583,-80.23287083,"0645","0639",0.00,1.00
62,"CLT",origin,35.21401111,-80.94312583,"2105","",1.00,0.00
62,"CHS",dest,32.89864639,-80.04050583,"2105","",1.00,0.00
63,"ABE",origin,40.65236278,-75.44040167,"0825","0820",0.00,0.00
63,"CLT",dest,35.21401111,-80.94312583,"0825","0820",0.00,0.00
64,"DFW",origin,32.89595056,-97.0372,"1030","",1.00,0.00
64,"PHL",dest,39.87195278,-75.24114083,"1030","",1.00,0.00
65,"PHL",origin,39.87195278,-75.24114083,"1535","",1.00,0.00
65,"MHT",dest,42.93451639,-71.43705583,"1535","",1.00,0.00
66,"ALB",origin,42.74811944,-73.80297861,"0935","",1.00,0.00
66,"PIT",dest,40.49146583,-80.23287083,"0935","",1.00,0.00
67,"PIT",origin,40.49146583,-80.23287083,"1141","",1.00,0.00
67,"RDU",dest,35.87763889,-78.78747222,"1141","",1.00,0.00
68,"CLT",origin,35.21401111,-80.94312583,"1530","",1.00,0.00
68,"PIT",dest,40.49146583,-80.23287083,"1530","",1.00,0.00
69,"RDU",origin,35.87763889,-78.78747222,"1540","",1.00,0.00
69,"PIT",dest,40.49146583,-80.23287083,"1540","",1.00,0.00
70,"MCO",origin,28.42888889,-81.31602778,"1735","",1.00,0.00
70,"PIT",dest,40.49146583,-80.23287083,"1735","",1.00,0.00
71,"GSO",origin,36.09774694,-79.9372975,"0625","0624",0.00,0.00
71,"CLT",dest,35.21401111,-80.94312583,"0625","0624",0.00,0.00
72,"PIT",origin,40.49146583,-80.23287083,"1410","",1.00,0.00
72,"DAY",dest,39.90237583,-84.219375,"1410","",1.00,0.00
73,"ATL",origin,33.64044444,-84.42694444,"1150","",1.00,0.00
73,"PIT",dest,40.49146583,-80.23287083,"1150","",1.00,0.00
74,"PIT",origin,40.49146583,-80.23287083,"1415","",1.00,0.00
74,"MDT",dest,40.19349528,-76.76340361,"1415","",1.00,0.00
75,"PIT",origin,40.49146583,-80.23287083,"2243","",1.00,0.00
75,"CLT",dest,35.21401111,-80.94312583,"2243","",1.00,0.00
76,"PHL",origin,39.87195278,-75.24114083,"0935","",1.00,0.00
76,"PWM",dest,43.64616667,-70.30875,"0935","",1.00,0.00
77,"ATL",origin,33.64044444,-84.42694444,"1900","",1.00,0.00
77,"CLT",dest,35.21401111,-80.94312583,"1900","",1.00,0.00
78,"CLT",origin,35.21401111,-80.94312583,"2050","",1.00,0.00
78,"GSO",dest,36.09774694,-79.9372975,"2050","",1.00,0.00
79,"CLT",origin,35.21401111,-80.94312583,"1220","",1.00,0.00
79,"BDL",dest,41.93887417,-72.68322833,"1220","",1.00,0.00
80,"MCI",origin,39.29760528,-94.71390556,"0820","0818",0.00,1.00
80,"CLT",dest,35.21401111,-80.94312583,"0820","0818",0.00,1.00
81,"CLT",origin,35.21401111,-80.94312583,"1345","",1.00,0.00
81,"TPA",dest,27.97547222,-82.53325,"1345","",1.00,0.00
82,"CLT",origin,35.21401111,-80.94312583,"1205","",1.00,0.00
82,"DTW",dest,42.21205889,-83.34883583,"1205","",1.00,0.00
83,"MIA",origin,25.79325,-80.29055556,"0915","",1.00,0.00
83,"CLT",dest,35.21401111,-80.94312583,"0915","",1.00,0.00
84,"MIA",origin,25.79325,-80.29055556,"1200","",1.00,0.00
84,"PHL",dest,39.87195278,-75.24114083,"1200","",1.00,0.00
85,"PHL",origin,39.87195278,-75.24114083,"1540","",1.00,0.00
85,"PVD",dest,41.72399917,-71.42822111,"1540","",1.00,0.00
86,"CLT",origin,35.21401111,-80.94312583,"0930","",1.00,0.00
86,"BDL",dest,41.93887417,-72.68322833,"0930","",1.00,0.00
87,"GSP",origin,34.89566722,-82.21885833,"0800","0757",0.00,0.00
87,"CLT",dest,35.21401111,-80.94312583,"0800","0757",0.00,0.00
88,"CLT",origin,35.21401111,-80.94312583,"0800","0756",0.00,0.00
88,"BWI",dest,39.17540167,-76.66819833,"0800","0756",0.00,0.00
89,"SAV",origin,32.12758333,-81.20213889,"0610","0604",0.00,0.00
89,"CLT",dest,35.21401111,-80.94312583,"0610","0604",0.00,0.00
90,"CLT",origin,35.21401111,-80.94312583,"1220","",1.00,0.00
90,"IND",dest,39.71732917,-86.29438417,"1220","",1.00,0.00
91,"CLT",origin,35.21401111,-80.94312583,"1650","",1.00,0.00
91,"LGA",dest,40.77724306,-73.87260917,"1650","",1.00,0.00
92,"BNA",origin,36.12447667,-86.67818222,"0910","",1.00,0.00
92,"CLT",dest,35.21401111,-80.94312583,"0910","",1.00,0.00
93,"CLT",origin,35.21401111,-80.94312583,"1205","",1.00,0.00
93,"PIT",dest,40.49146583,-80.23287083,"1205","",1.00,0.00
94,"EWR",origin,40.69249722,-74.16866056,"1557","",1.00,0.00
94,"PIT",dest,40.49146583,-80.23287083,"1557","",1.00,0.00
95,"DCA",origin,38.85208333,-77.03772222,"1005","",1.00,0.00
95,"ALB",dest,42.74811944,-73.80297861,"1005","",1.00,0.00
96,"PBI",origin,26.68316194,-80.09559417,"0700","0653",0.00,0.00
96,"DCA",dest,38.85208333,-77.03772222,"0700","0653",0.00,0.00
97,"LGA",origin,40.77724306,-73.87260917,"1745","",1.00,0.00
97,"CLT",dest,35.21401111,-80.94312583,"1745","",1.00,0.00
98,"DTW",origin,42.21205889,-83.34883583,"1925","",1.00,0.00
98,"PHL",dest,39.87195278,-75.24114083,"1925","",1.00,0.00
99,"PHL",origin,39.87195278,-75.24114083,"2150","",1.00,0.00
99,"RDU",dest,35.87763889,-78.78747222,"2150","",1.00,0.00
100,"LGA",origin,40.77724306,-73.87260917,"0640","0639",0.00,0.00
100,"ROC",dest,43.11886611,-77.67238389,"0640","0639",0.00,0.00
101,"JAX",origin,30.49405556,-81.68786111,"0700","0659",0.00,0.00
101,"PHL",dest,39.87195278,-75.24114083,"0700","0659",0.00,0.00
102,"CLT",origin,35.21401111,-80.94312583,"0935","",1.00,0.00
102,"ORD",dest,41.979595,-87.90446417,"0935","",1.00,0.00
103,"DCA",origin,38.85208333,-77.03772222,"1440","",1.00,0.00
103,"MCI",dest,39.29760528,-94.71390556,"1440","",1.00,0.00
104,"RDU",origin,35.87763889,-78.78747222,"1245","",1.00,0.00
104,"DCA",dest,38.85208333,-77.03772222,"1245","",1.00,0.00
105,"DCA",origin,38.85208333,-77.03772222,"1500","",1.00,0.00
105,"BUF",dest,42.94052472,-78.73216667,"1500","",1.00,0.00
106,"PBI",origin,26.68316194,-80.09559417,"1145","",1.00,0.00
106,"DCA",dest,38.85208333,-77.03772222,"1145","",1.00,0.00
107,"CMH",origin,39.99798528,-82.89188278,"1520","",1.00,0.00
107,"PHL",dest,39.87195278,-75.24114083,"1520","",1.00,0.00
108,"CLT",origin,35.21401111,-80.94312583,"1655","",1.00,0.00
108,"ORD",dest,41.979595,-87.90446417,"1655","",1.00,0.00
109,"PBI",origin,26.68316194,-80.09559417,"1036","",1.00,0.00
109,"PHL",dest,39.87195278,-75.24114083,"1036","",1.00,0.00
110,"CLT",origin,35.21401111,-80.94312583,"1905","",1.00,0.00
110,"CLE",dest,41.41089417,-81.84939667,"1905","",1.00,0.00
111,"CLT",origin,35.21401111,-80.94312583,"1105","",1.00,0.00
111,"CHS",dest,32.89864639,-80.04050583,"1105","",1.00,0.00
112,"LGA",origin,40.77724306,-73.87260917,"0820","0818",0.00,0.00
112,"CLT",dest,35.21401111,-80.94312583,"0820","0818",0.00,0.00
113,"MDT",origin,40.19349528,-76.76340361,"1550","",1.00,0.00
113,"PIT",dest,40.49146583,-80.23287083,"1550","",1.00,0.00
114,"CLT",origin,35.21401111,-80.94312583,"1850","",1.00,0.00
114,"DCA",dest,38.85208333,-77.03772222,"1850","",1.00,0.00
115,"PIT",origin,40.49146583,-80.23287083,"2110","",1.00,0.00
115,"FLL",dest,26.07258333,-80.15275,"2110","",1.00,0.00
116,"LGA",origin,40.77724306,-73.87260917,"0655","0651",0.00,0.00
116,"RDU",dest,35.87763889,-78.78747222,"0655","0651",0.00,0.00
117,"CLT",origin,35.21401111,-80.94312583,"1100","",1.00,0.00
117,"MIA",dest,25.79325,-80.29055556,"1100","",1.00,0.00
118,"LGA",origin,40.77724306,-73.87260917,"0815","0812",0.00,0.00
118,"CLT",dest,35.21401111,-80.94312583,"0815","0812",0.00,0.00
119,"PIT",origin,40.49146583,-80.23287083,"0745","0742",0.00,0.00
119,"RIC",dest,37.50516667,-77.31966667,"0745","0742",0.00,0.00
120,"RIC",origin,37.50516667,-77.31966667,"0750","0744",0.00,0.00
120,"PHL",dest,39.87195278,-75.24114083,"0750","0744",0.00,0.00
121,"MSP",origin,44.88054694,-93.2169225,"1220","",1.00,0.00
121,"PIT",dest,40.49146583,-80.23287083,"1220","",1.00,0.00
122,"PIT",origin,40.49146583,-80.23287083,"1620","",1.00,0.00
122,"RIC",dest,37.50516667,-77.31966667,"1620","",1.00,0.00
123,"TPA",origin,27.97547222,-82.53325,"1055","",1.00,0.00
123,"CLT",dest,35.21401111,-80.94312583,"1055","",1.00,0.00
124,"DCA",origin,38.85208333,-77.03772222,"1455","",1.00,0.00
124,"MHT",dest,42.93451639,-71.43705583,"1455","",1.00,0.00
125,"TPA",origin,27.97547222,-82.53325,"1200","",1.00,0.00
125,"DCA",dest,38.85208333,-77.03772222,"1200","",1.00,0.00
126,"EWR",origin,40.69249722,-74.16866056,"0700","0655",0.00,0.00
126,"PIT",dest,40.49146583,-80.23287083,"0700","0655",0.00,0.00
127,"PIT",origin,40.49146583,-80.23287083,"0945","",1.00,0.00
127,"MCI",dest,39.29760528,-94.71390556,"0945","",1.00,0.00
128,"CLT",origin,35.21401111,-80.94312583,"2230","",1.00,0.00
128,"BOS",dest,42.3643475,-71.00517917,"2230","",1.00,0.00
129,"TPA",origin,27.97547222,-82.53325,"1935","",1.00,0.00
129,"CLT",dest,35.21401111,-80.94312583,"1935","",1.00,0.00
130,"PIT",origin,40.49146583,-80.23287083,"1410","",1.00,0.00
130,"EWR",dest,40.69249722,-74.16866056,"1410","",1.00,0.00
131,"TPA",origin,27.97547222,-82.53325,"1100","",1.00,0.00
131,"PIT",dest,40.49146583,-80.23287083,"1100","",1.00,0.00
132,"PHL",origin,39.87195278,-75.24114083,"0940","",1.00,0.00
132,"SYR",dest,43.11118694,-76.10631056,"0940","",1.00,0.00
133,"CLT",origin,35.21401111,-80.94312583,"1350","",1.00,0.00
133,"CAE",dest,33.93884,-81.11953944,"1350","",1.00,0.00
134,"DTW",origin,42.21205889,-83.34883583,"1110","",1.00,0.00
134,"CLT",dest,35.21401111,-80.94312583,"1110","",1.00,0.00
135,"PIT",origin,40.49146583,-80.23287083,"2050","",1.00,0.00
135,"BOS",dest,42.3643475,-71.00517917,"2050","",1.00,0.00
136,"TPA",origin,27.97547222,-82.53325,"1720","",1.00,0.00
136,"PIT",dest,40.49146583,-80.23287083,"1720","",1.00,0.00
137,"DTW",origin,42.21205889,-83.34883583,"0645","0642",0.00,0.00
137,"PIT",dest,40.49146583,-80.23287083,"0645","0642",0.00,0.00
138,"LGA",origin,40.77724306,-73.87260917,"0910","",1.00,0.00
138,"PIT",dest,40.49146583,-80.23287083,"0910","",1.00,0.00
139,"MCI",origin,39.29760528,-94.71390556,"1414","",1.00,0.00
139,"PHL",dest,39.87195278,-75.24114083,"1414","",1.00,0.00
140,"PHL",origin,39.87195278,-75.24114083,"1830","",1.00,0.00
140,"BOS",dest,42.3643475,-71.00517917,"1830","",1.00,0.00
141,"BNA",origin,36.12447667,-86.67818222,"1255","",1.00,0.00
141,"PIT",dest,40.49146583,-80.23287083,"1255","",1.00,0.00
142,"GSP",origin,34.89566722,-82.21885833,"1626","",1.00,0.00
142,"CLT",dest,35.21401111,-80.94312583,"1626","",1.00,0.00
143,"BOS",origin,42.3643475,-71.00517917,"1715","",1.00,0.00
143,"CLT",dest,35.21401111,-80.94312583,"1715","",1.00,0.00
144,"CLT",origin,35.21401111,-80.94312583,"2050","",1.00,0.00
144,"PBI",dest,26.68316194,-80.09559417,"2050","",1.00,0.00
145,"TPA",origin,27.97547222,-82.53325,"1315","",1.00,0.00
145,"CLT",dest,35.21401111,-80.94312583,"1315","",1.00,0.00
146,"PIT",origin,40.49146583,-80.23287083,"0920","",1.00,0.00
146,"MKE",dest,42.94722222,-87.89658333,"0920","",1.00,0.00
147,"CLT",origin,35.21401111,-80.94312583,"1330","",1.00,0.00
147,"ATL",dest,33.64044444,-84.42694444,"1330","",1.00,0.00
148,"CLT",origin,35.21401111,-80.94312583,"1335","",1.00,0.00
148,"MYR",dest,33.67975,-78.92833333,"1335","",1.00,0.00
149,"LGA",origin,40.77724306,-73.87260917,"1025","",1.00,0.00
149,"CLT",dest,35.21401111,-80.94312583,"1025","",1.00,0.00
150,"PIT",origin,40.49146583,-80.23287083,"1625","",1.00,0.00
150,"BOS",dest,42.3643475,-71.00517917,"1625","",1.00,0.00
151,"GSO",origin,36.09774694,-79.9372975,"1820","",1.00,0.00
151,"LGA",dest,40.77724306,-73.87260917,"1820","",1.00,0.00
152,"LGA",origin,40.77724306,-73.87260917,"2045","",1.00,0.00
152,"BUF",dest,42.94052472,-78.73216667,"2045","",1.00,0.00
153,"ALB",origin,42.74811944,-73.80297861,"0810","0805",0.00,0.00
153,"CLT",dest,35.21401111,-80.94312583,"0810","0805",0.00,0.00
154,"CLT",origin,35.21401111,-80.94312583,"1055","",1.00,0.00
154,"ATL",dest,33.64044444,-84.42694444,"1055","",1.00,0.00
155,"CLT",origin,35.21401111,-80.94312583,"1515","",1.00,0.00
155,"RIC",dest,37.50516667,-77.31966667,"1515","",1.00,0.00
156,"MSP",origin,44.88054694,-93.2169225,"1114","",1.00,0.00
156,"CLT",dest,35.21401111,-80.94312583,"1114","",1.00,0.00
157,"IAH",origin,29.98047222,-95.33972222,"0740","0736",0.00,1.00
157,"CLT",dest,35.21401111,-80.94312583,"0740","0736",0.00,1.00
158,"CLT",origin,35.21401111,-80.94312583,"1600","",1.00,0.00
158,"IAD",dest,38.94453194,-77.45580972,"1600","",1.00,0.00
159,"PHL",origin,39.87195278,-75.24114083,"1735","",1.00,0.00
159,"DCA",dest,38.85208333,-77.03772222,"1735","",1.00,0.00
160,"BOS",origin,42.3643475,-71.00517917,"1911","",1.00,0.00
160,"CLT",dest,35.21401111,-80.94312583,"1911","",1.00,0.00
161,"CLT",origin,35.21401111,-80.94312583,"0710","0706",0.00,0.00
161,"PIT",dest,40.49146583,-80.23287083,"0710","0706",0.00,0.00
162,"PHL",origin,39.87195278,-75.24114083,"1735","",1.00,0.00
162,"MSP",dest,44.88054694,-93.2169225,"1735","",1.00,0.00
163,"PVD",origin,41.72399917,-71.42822111,"1510","",1.00,0.00
163,"PIT",dest,40.49146583,-80.23287083,"1510","",1.00,0.00
164,"PHL",origin,39.87195278,-75.24114083,"1950","",1.00,0.00
164,"TPA",dest,27.97547222,-82.53325,"1950","",1.00,0.00
165,"RIC",origin,37.50516667,-77.31966667,"1725","",1.00,0.00
165,"PHL",dest,39.87195278,-75.24114083,"1725","",1.00,0.00
166,"CLT",origin,35.21401111,-80.94312583,"0940","",1.00,0.00
166,"GSO",dest,36.09774694,-79.9372975,"0940","",1.00,0.00
167,"CLT",origin,35.21401111,-80.94312583,"0810","0805",0.00,0.00
167,"MCO",dest,28.42888889,-81.31602778,"0810","0805",0.00,0.00
168,"GSO",origin,36.09774694,-79.9372975,"0640","0634",0.00,0.00
168,"LGA",dest,40.77724306,-73.87260917,"0640","0634",0.00,0.00
169,"LGA",origin,40.77724306,-73.87260917,"0856","",1.00,0.00
169,"BUF",dest,42.94052472,-78.73216667,"0856","",1.00,0.00
170,"PIT",origin,40.49146583,-80.23287083,"1855","",1.00,0.00
170,"LAS",dest,36.08036111,-115.1523333,"1855","",1.00,0.00
171,"LAS",origin,36.08036111,-115.1523333,"2205","",1.00,0.00
171,"CLT",dest,35.21401111,-80.94312583,"2205","",1.00,0.00
172,"BDL",origin,41.93887417,-72.68322833,"0900","",1.00,0.00
172,"PIT",dest,40.49146583,-80.23287083,"0900","",1.00,0.00
173,"PIT",origin,40.49146583,-80.23287083,"1130","",1.00,0.00
173,"LAS",dest,36.08036111,-115.1523333,"1130","",1.00,0.00
174,"LAS",origin,36.08036111,-115.1523333,"1406","",1.00,0.00
174,"PIT",dest,40.49146583,-80.23287083,"1406","",1.00,0.00
175,"PIT",origin,40.49146583,-80.23287083,"2215","",1.00,0.00
175,"LGA",dest,40.77724306,-73.87260917,"2215","",1.00,0.00
176,"CLT",origin,35.21401111,-80.94312583,"2230","",1.00,0.00
176,"LAS",dest,36.08036111,-115.1523333,"2230","",1.00,0.00
177,"MCO",origin,28.42888889,-81.31602778,"1955","",1.00,0.00
177,"CLT",dest,35.21401111,-80.94312583,"1955","",1.00,0.00
178,"BWI",origin,39.17540167,-76.66819833,"1955","",1.00,0.00
178,"PHL",dest,39.87195278,-75.24114083,"1955","",1.00,0.00
179,"PHL",origin,39.87195278,-75.24114083,"2145","",1.00,0.00
179,"LAS",dest,36.08036111,-115.1523333,"2145","",1.00,0.00
180,"GSO",origin,36.09774694,-79.9372975,"1825","",1.00,0.00
180,"PIT",dest,40.49146583,-80.23287083,"1825","",1.00,0.00
181,"CLT",origin,35.21401111,-80.94312583,"1920","",1.00,0.00
181,"LAS",dest,36.08036111,-115.1523333,"1920","",1.00,0.00
182,"MIA",origin,25.79325,-80.29055556,"1620","",1.00,0.00
182,"CLT",dest,35.21401111,-80.94312583,"1620","",1.00,0.00
183,"CLT",origin,35.21401111,-80.94312583,"0805","0804",0.00,1.00
183,"LAS",dest,36.08036111,-115.1523333,"0805","0804",0.00,1.00
184,"LAS",origin,36.08036111,-115.1523333,"1040","",1.00,0.00
184,"CLT",dest,35.21401111,-80.94312583,"1040","",1.00,0.00
185,"LAS",origin,36.08036111,-115.1523333,"1245","",1.00,0.00
185,"PHL",dest,39.87195278,-75.24114083,"1245","",1.00,0.00
186,"PHL",origin,39.87195278,-75.24114083,"1950","",1.00,0.00
186,"LAS",dest,36.08036111,-115.1523333,"1950","",1.00,0.00
187,"RDU",origin,35.87763889,-78.78747222,"1740","",1.00,0.00
187,"PHL",dest,39.87195278,-75.24114083,"1740","",1.00,0.00
188,"LAS",origin,36.08036111,-115.1523333,"0110","0105",0.00,0.00
188,"PIT",dest,40.49146583,-80.23287083,"0110","0105",0.00,0.00
189,"IND",origin,39.71732917,-86.29438417,"1231","",1.00,0.00
189,"PIT",dest,40.49146583,-80.23287083,"1231","",1.00,0.00
190,"PIT",origin,40.49146583,-80.23287083,"1535","",1.00,0.00
190,"BOS",dest,42.3643475,-71.00517917,"1535","",1.00,0.00
191,"LAS",origin,36.08036111,-115.1523333,"2345","",1.00,0.00
191,"CLT",dest,35.21401111,-80.94312583,"2345","",1.00,0.00
